row_id,study_key,arxiv_id,source_url,date,authors,affiliation_type,model,version_pin,task_family,dataset,n,reference_label_type,metric,value,interval_low,interval_high,interval_type,value_key,comparator,comparator_value,comparator_tuning_budget,cost_or_latency,hardware_or_provider,calibration_quantity,post_hoc_calibration,cascade_result,test_set_exposure,code_available,excerpt,location,extractor,ledger_version
L603,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, targeted wording out-of-sample (38 benchmarks)",7193,llm_teacher,auroc_gain_targeted_wording_outofsample,0.006,-0.004,0.015,split-half 95% CI implied,guo2026just.jevTargetedWordingGainOutOfSample,best generic readout (in-sample best of five),,same prompt,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Selected on one half of the items and scored on the other, the best targeted strategy beats the best generic readout by a median of +0.006 [-0.004, +0.015] AUROC (24/1/11, Wilcoxon p=0.055, Figure 3(b)).",Section 4.2,ledger-extract-D,1.0
L604,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, in-sample vs split-half selection (38 benchmarks)",7193,llm_teacher,auroc_selection_inflation,0.008,0.006,0.014,95% CI,guo2026just.jevSelectionInflationTargetedWording,split-half selected targeted strategy,,,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Selecting on the evaluation data would overstate targeted wording by 0.008 [0.006, 0.014], which is larger than the gain itself.",Section 4.2,ledger-extract-D,1.0
L605,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, 3-level Score vs generic Noul (31 benchmarks)",7193,llm_teacher,auroc_gain_score_vs_noul_median,0.016,0.001,0.030,95% CI,guo2026just.jevScoreVsNoulMedianGain,generic Noul,,same prompt,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"The 3-level Score, read as its expected level, beats the generic Noul on 19 of 31 benchmarks (19/7/5, median +0.016 [+0.001, +0.030]), and the soft Choice ties it (11/7/13, Figure 3(a)).",Section 4.2,ledger-extract-D,1.0
L606,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, thresholded rubric vs best direct targeted question (10 benchmarks)",7193,llm_teacher,auroc_loss_rubric_threshold_vs_targeted_median_pts,-0.137,,,,guo2026just.jevRubricThresholdMedianLoss,best direct targeted question,,same prompt,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Rubrics that threshold each Jev answer at 0.5 before combining lose to the best direct targeted question on 9 of 10 benchmarks (median -0.137, Figure 3(c)).",Section 4.2,ledger-extract-D,1.0
L607,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, generic Noul pooled reliability (31 benchmarks)",7193,llm_teacher,ece_pooled,0.047,,,,guo2026just.jevPooledEce,,,,,,reliability diagram,none,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Pooled over benchmarks, the generic Noul's reliability curve is close to the diagonal (ECE 0.047).",Section 4.4,ledger-extract-D,1.0
L608,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, generic Noul per-benchmark ECE (31 benchmarks)",7193,llm_teacher,ece_median_per_benchmark,0.168,,,,guo2026just.jevMedianPerBenchmarkEce,null (perfect-calibration simulation),0.074,,,,reliability diagram (per-benchmark),none,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Its median per-benchmark ECE, however, is 0.168 against 0.074 under perfect calibration, and 24 of 31 benchmarks exceed the null's 95th percentile (Figure 6(a), Appendix E).",Section 4.4,ledger-extract-D,1.0
L609,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, F1 at default threshold (31 benchmarks)",7193,llm_teacher,f1_median_at_threshold_0.5,0.706,,,,guo2026just.jevMedianF1AtDefaultThreshold,cross-validated / 10-labelled-item thresholds (this study),0.822 / 0.793,,,,,none,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),The median F1 rises from 0.706 at t=0.5 to 0.822 with a cross-validated threshold and to 0.793 with 10 labelled items.,Section 4.4,ledger-extract-D,1.0
L610,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, F1 at 2-fold cross-validated threshold (31 benchmarks)",7193,llm_teacher,f1_median_at_cv_threshold,0.822,,,,guo2026just.jevMedianF1AtCvThreshold,t=0.5 default threshold,0.706,,,,,other (2-fold cross-validated threshold),,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),The median F1 rises from 0.706 at t=0.5 to 0.822 with a cross-validated threshold and to 0.793 with 10 labelled items.,Section 4.4,ledger-extract-D,1.0
L611,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, F1 with threshold fitted on 10 labelled items (31 benchmarks)",7193,llm_teacher,f1_median_at_10_labeled_item_threshold,0.793,,,,guo2026just.jevMedianF1At10LabeledItemsThreshold,t=0.5 default threshold,0.706,,,,,other (threshold fitted on 10 labelled items),,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),a threshold fitted on ten labels costs 0.025 [on validated labels]... The median F1 rises from 0.706 at t=0.5 to 0.822 with a cross-validated threshold and to 0.793 with 10 labelled items.,Section 4.4,ledger-extract-D,1.0
L612,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"RLCDAlignBench, confidence-based selective detection (31 benchmarks)",7193,llm_teacher,accuracy_median_selective_half_kept,0.933,,,,guo2026just.jevSelectiveAccuracyHalfKeptMedian,all decisions (unfiltered),0.793,,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"keeping the half of decisions with the largest |p-0.5| raises the median accuracy from 0.793 to 0.933 (Figure 6(c)), so a monitor can route Jev's least confident decisions to a judge or a human.","Section 4.4, Figure 6(c)",ledger-extract-D,1.0
L613,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,StrongREJECT human set,1360,human_adjudicated,cohens_kappa_vs_human,0.809,-0.059,0.057,95% CI on kappa difference,guo2026just.jevKappaVsHumanStrongreject,GPT-4o-mini reference scorer,0.811,same prompt,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"The generic Noul agrees with humans at kappa=0.809 and the GPT-4o-mini scorer at 0.811 (difference -0.002 [-0.059, +0.057]), and humans side with Jev on 49% of their 116 disagreements (Figure 7).",Section 4.5,ledger-extract-D,1.0
L614,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,StrongREJECT human set,1360,human_adjudicated,auroc_vs_scorer_ranking_humans,0.971,0.016,0.070,95% CI on AUROC difference,guo2026just.jevAurocVsScorerStrongreject,GPT-4o-mini reference scorer,0.929,same prompt,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Jev ranks better (AUROC 0.971 vs. 0.929, +0.042 [+0.016, +0.070] with prompts resampled and the scorer's nine-level ties broken at random). Coarsened to the scorer's nine levels, Jev still reaches 0.962 (Table 20).",Section 4.5,ledger-extract-D,1.0
L615,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,HarmBench validation set,578,human_adjudicated,cohens_kappa_vs_human,0.748,-0.022,0.046,95% CI on kappa difference,guo2026just.jevKappaVsHumanHarmbench,inter-annotator agreement,0.736,,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"On HarmBench validation, the generic Noul agrees with a single annotator at mean kappa=0.748, on par with inter-annotator agreement (0.736, +0.013 [-0.022, +0.046]).",Section 4.5,ledger-extract-D,1.0
L616,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"StrongREJECT human set, GPT-3.5 generator subset",340,human_adjudicated,cohens_kappa_vs_scorer_gpt35_subset,0.668,-0.205,-0.034,95% CI on kappa difference,guo2026just.jevKappaVsScorerGpt35Subset,GPT-4o-mini reference scorer,0.790,,,,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"The parity holds pooled, not per generator. On GPT-3.5 outputs, Jev reaches kappa=0.668 against the scorer's 0.790 (-0.121 [-0.205, -0.034]) at equal AUROC.",Section 4.5,ledger-extract-D,1.0
L617,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,19 API-judge benchmarks of RLCDAlignBench,7193,none,cost_ratio_vs_llm_judges_pooled_x,62.9,,,,guo2026just.jevCostRatioVsJudgesPooled,"API LLM judges (19 benchmarks, list prices)",,,$0.30 (Jev) vs $18.96 (judges) pooled over 19 API-judge benchmarks at list prices,"TypeSafe cloud API vs judges' respective API providers (o200k_base token counts, list prices)",,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"At list prices the pooled ratio is 62.9x (USD 18.96 vs. 0.30), and it comes from the price per token.",Appendix H,ledger-extract-D,1.0
L618,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"19 API-judge benchmarks of RLCDAlignBench, conservative repricing",7193,none,cost_ratio_vs_llm_judges_conservative_repricing_x,12,,,,guo2026just.jevCostRatioConservativeRepricing,judges repriced at GPT-4o-mini rates; Jev generic-question-only,,,"12x cheaper pooled, median 3.3x, with every judge repriced at GPT-4o-mini rates",,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"The advantage survives a conservative repricing: with every judge priced at GPT-4o-mini rates and Jev asked only the generic question, Jev is 12x cheaper pooled, with a median of 3.3x.",Section 4.5,ledger-extract-D,1.0
L619,guo2026just,2609.29429,https://arxiv.org/abs/2609.29429,2026-09-24,"Guo, Liu, Deng, Li, Zhao, Wu, et al.",academic,Jev,"jev-1.13.0 (resolved from jev-latest; no run date stated, only a 2026-09-20 API-documentation note)",safety,"Full study, 23,411 Jev calls",23411,none,latency_median_s,0.313,,,,guo2026just.jevMedianLatencyS,,,,"median client latency 0.313 s (p90 0.55 s, p99 1.86 s); 11.4 questions/call; total study cost USD 2.27",TypeSafe cloud API,,,,public-pre-2026,yes (https://github.com/sumleo/RLCDAlignBench),"Over the study we made 23,411 calls (duplicates excluded) with 11.4 questions per call, a 0.12% error rate, a median of 2,095 input tokens, and a median client latency of 0.313 s (p90 0.55 s, p99 1.86 s).",Appendix H,ledger-extract-D,1.0
L620,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,"NimbusCart (BenchMarkBurpAT), 13 seeded vulnerabilities",13,task_outcome,scenarios_hit_of_13,9,,,,dossantos2026calibrated.runBScenariosHitOf13,Run A (no TypeSafe),10,"same prompt (identical harness, curator and target; --typesafe is the sole variable)",,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),"Coverage was comparable: Run A hit 10 of 13 scenarios, Run B hit 9 of 13. Combined coverage reached 11 of 13.","Section IX-B, Table VI",ledger-extract-D,1.0
L621,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,NimbusCart initial run,1,none,findings_reported_count,18,,,,dossantos2026calibrated.runBFindingsReportedCount,Run A (no TypeSafe),16,same prompt,,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),Findings reported: A (no TS) 16; B (with TS) 18.,Table VI,ledger-extract-D,1.0
L622,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,NimbusCart initial run,1,none,critical_findings_count,2,,,,dossantos2026calibrated.runBCriticalFindingsCount,Run A (no TypeSafe),5,same prompt,,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),Critical findings: A (no TS) 5; B (with TS) 2.,Table VI,ledger-extract-D,1.0
L623,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,NimbusCart initial run,1,none,findings_recalibrated_count,9,,,,dossantos2026calibrated.runBFindingsRecalibratedCount,Run A (no TypeSafe),0,same prompt,,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),Findings recalibrated: A (no TS) 0; B (with TS) 9.,Table VI,ledger-extract-D,1.0
L624,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,NimbusCart initial run,1,none,wallclock_time_s,1613,,,,dossantos2026calibrated.runBWallclockTimeSeconds,Run A (no TypeSafe),1932,same prompt,"Run B (with TypeSafe) 26m 53s vs Run A (no TypeSafe) 32m 12s, single run per arm",,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),Run B completed 5 minutes 19 seconds faster (26m 53s vs. 32m 12s).,"Section IX-G, Table VI",ledger-extract-D,1.0
L625,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,NimbusCart initial run,1,none,typesafe_api_cost_usd,<5,,,,dossantos2026calibrated.runBTypesafeApiCostUsd,"Run A (no TypeSafe, subscription curator)",0,same prompt,Model cost: A (no TS) $0 (sub.); B (with TS) $0 + TS (<<$5); TypeSafe API cost under $5,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),Model cost ... A (no TS) $0 (sub.) ... B (with TS) $0 + TS (<<$5). ... TypeSafe API cost was under $5.,Table VI; Section IX-G,ledger-extract-D,1.0
L626,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,"NimbusCart gap re-test, 7 previously-missed scenarios",7,task_outcome,scenarios_confirmed_of_7_both_arms,7,,,,dossantos2026calibrated.gapRetestScenariosConfirmedBothArms,"n/a (both arms tied; harness changed between initial run and re-test, so not a controlled pair)",,,,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),All 7 previously missed scenarios were confirmed in both arms (Table VII).,"Section IX-C, Table VII",ledger-extract-D,1.0
L627,dossantos2026calibrated,2609.28940,https://arxiv.org/abs/2609.28940,2026-09-24,dos Santos,independent,Jev,jev-latest (unpinned; no patch-level build string or run date given),agent control,"NimbusCart gap re-test, post-fix harness, 22 findings per arm",22,none,high_severity_findings_count_retest,8,,,,dossantos2026calibrated.runBHighSeverityFindingsRetest,Run A (no TypeSafe),3,,,,,,,unclear,yes (https://github.com/JoasASantos/NeuroSploit),"High: A (no TS) 3; B (with TS) 8. [Table VIII, Severity distribution: 22 findings per arm]",Table VIII,ledger-extract-D,1.0
